date(dd/mm/yy),VSKP,Temperature_1,Wind_Speed_1,weather_code_1,Distance_travelled_1,YLM,Temperature_2,Wind_Speed_2,weather_code_2,Distance_travelled_2,ANV,Temperature_3,Wind_Speed_3,weather_code_3,Distance_travelled_3,SLO,Temperature_4,Wind_Speed_4,weather_code_4,Distance_travelled_4,NDD,Temperature_5,Wind_Speed_5,weather_code_5,Distance_travelled_5,BZA,Temperature_6,Wind_Speed_6,weather_code_6,Distance_travelled_6,WL,Temperature_7,Wind_Speed_7,weather_code_7,Distance_travelled_7,KZJ,Temperature_8,Wind_Speed_8,weather_code_8,Distance_travelled_8,SC,Temperature_9,Wind_Speed_9,weather_code_9,Distance_travelled_9,HYB,Temperature_10,Wind_Speed_10,weather_code_10,Distance_travelled_10
06/05/24,3,31.4,3.5,65,0,3,31.5,4.2,65,58,7,33,1.6,65,114,6,34.2,4.3,51,151,11,32.8,4,1,224,6,34,3.5,1,351,67,36,4.2,2,559,74,36,4.2,1,569,36,34.8,1.9,1,701,11,34.8,1.9,1,711
07/05/24,3,27.8,1.6,3,0,4,28.9,2.2,51,58,6,28.3,1.6,55,114,12,30.8,4,63,151,23,29.7,3.2,63,224,9,30.8,4.8,65,351,75,31.8,6.5,65,559,83,31.8,6.5,63,569,77,31,2.7,63,701,82,31,2.7,53,711
08/05/24,0,29.6,1.4,61,0,12,29.6,2.4,55,58,17,30.2,1.2,63,114,19,29.3,2.7,61,151,28,29.6,2.4,2,224,19,30.3,2.6,2,351,48,31.2,3.7,1,559,52,31.2,3.7,51,569,30,29.5,2.6,51,701,-4,29.5,2.6,51,711
09/05/24,0,30.1,1.1,63,0,13,29.8,2.2,63,58,22,31.6,1.5,63,114,20,31.2,2.8,63,151,30,30.9,2.5,63,224,9,31.3,3,55,351,36,31,5.8,63,559,38,31,5.8,63,569,15,30.7,1.8,63,701,1,30.7,1.8,53,711
10/05/24,2,30,1.7,51,0,19,29.7,1.9,63,58,21,29.7,0.9,61,114,16,31,2.6,63,151,41,30.6,2.2,51,224,18,30.1,2.6,53,351,49,31.8,4.6,1,559,51,31.8,4.6,1,569,12,30.2,1.6,65,701,-3,30.2,1.6,65,711
11/05/24,3,31,1.8,51,0,11,30.7,2.6,53,58,25,30.8,1.4,61,114,19,31.9,2.5,53,151,26,31.4,2.2,63,224,10,32,2.8,51,351,83,33.2,4.7,0,559,89,33.2,4.7,1,569,53,31.7,1.9,1,701,-1,31.7,1.9,2,711
12/05/24,6,31.1,1.4,51,0,17,30.2,2.2,51,58,29,30.9,1.7,51,114,23,31.8,2.7,61,151,53,31.1,2.1,61,224,29,32,2.5,61,351,40,33.1,4.6,53,559,43,33.1,4.6,53,569,25,31.5,2,63,701,-4,31.5,2,63,711
13/05/24,1,30.3,1.9,1,0,24,30.7,2.2,53,58,36,30.8,1.5,55,114,33,31.3,2,53,151,42,30.6,1.7,63,224,38,31.8,1.9,63,351,68,31.6,2.6,3,559,78,31.6,2.6,51,569,44,29.7,2.1,51,701,-2,29.7,2.1,51,711
14/05/24,2,29.9,1,51,0,6,30.6,1.8,61,58,22,30.7,1.2,53,114,20,31.4,1.6,53,151,35,30.6,1.9,65,224,9,30.9,2,63,351,51,32.5,4.3,53,559,55,32.5,4.3,53,569,2,31.4,2,51,701,-26,31.4,2,53,711
15/05/24,2,31.6,1.3,53,0,27,31.2,2.1,63,58,39,31.9,1.5,63,114,66,31.7,2,55,151,77,31.4,1.8,63,224,61,32.1,2.3,63,351,104,32.5,3.5,53,559,107,32.5,3.5,63,569,102,30.9,1.7,55,701,55,30.9,1.7,53,711
16/05/24,0,28.8,1,61,0,10,29,1.6,65,58,36,28.4,1,63,114,32,29.8,2.1,63,151,43,29.1,2,63,224,15,30.1,2.3,65,351,87,30.1,4.5,65,559,95,30.1,4.5,65,569,46,28.4,2.2,63,701,15,28.4,2.2,63,711
17/05/24,6,30.4,1.1,51,0,32,28.9,1.7,55,58,38,30.9,1.3,63,114,48,28.5,1.9,61,151,60,29,1.9,63,224,22,28.4,1.7,63,351,120,26,3.4,63,559,134,26,3.4,63,569,136,27.1,1.6,51,701,103,27.1,1.6,53,711
18/05/24,2,31.3,1.6,53,0,23,30.4,2,61,58,29,31.5,0.8,61,114,24,30.3,1.6,61,151,41,30.1,1.4,63,224,22,29.2,1.8,63,351,66,28,3.7,63,559,73,28,3.7,61,569,35,27.4,1.3,61,701,-15,27.4,1.3,63,711
19/05/24,2,31.7,1.7,55,0,28,30,2,53,58,41,31.2,1.3,53,114,49,30.6,2.1,63,151,86,30.1,2,65,224,63,29.2,2.1,63,351,65,28.6,3.2,61,559,69,28.6,3.2,55,569,47,27.8,1.2,61,701,29,27.8,1.2,63,711
20/05/24,2,31.5,1.5,53,0,26,30.8,2.1,53,58,38,30.7,1.1,53,114,39,31.2,1.8,55,151,47,31.1,1.9,61,224,6,30.3,2,65,351,49,32,4.4,53,559,54,32,4.4,53,569,22,28.4,0.9,63,701,5,28.4,0.9,63,711
21/05/24,0,32,1.3,53,0,4,31.1,1.9,63,58,7,31.9,1.7,51,114,4,32.4,2.1,51,151,34,31.7,2.4,51,224,6,32.2,2.3,63,351,35,33.1,4.8,61,559,38,33.1,4.8,63,569,41,31,1.5,61,701,15,31,1.5,51,711
22/05/24,0,31.6,1.3,51,0,15,31.5,2.5,51,58,24,32.3,2.2,51,114,22,32.4,3.1,51,151,27,32.1,3,51,224,10,32.2,2.8,65,351,70,33,4.7,65,559,77,33,4.7,65,569,29,31.3,1.7,63,701,10,31.3,1.7,63,711
23/05/24,1,32.5,1.2,51,0,19,31.3,2.5,55,58,23,32.6,2,53,114,22,32.5,2.1,2,151,35,31.9,2.2,51,224,10,32.6,2.4,51,351,40,33.5,4.3,51,559,38,33.5,4.3,51,569,0,30.1,1.4,3,701,14,30.1,1.4,3,711
24/05/24,2,32.1,0.8,63,0,11,31,1.3,63,58,16,30.6,1,53,114,14,31.9,2,61,151,28,31,1.8,65,224,52,32.3,2.4,63,351,95,34.6,4.8,3,559,92,34.6,4.8,3,569,46,32.7,1.6,53,701,19,32.7,1.6,51,711
25/05/24,4,30.6,1.4,53,0,15,29.6,2.1,51,58,19,29.1,1.9,61,114,15,30.2,2.1,51,151,17,29,1.7,63,224,10,27.7,2.3,65,351,60,34.2,5.6,61,559,65,34.2,5.6,63,569,40,32.8,3,51,701,14,32.8,3,51,711
26/05/24,2,31.8,2.2,3,0,13,31.8,3.8,3,58,15,33.2,1.8,3,114,10,33.4,3,3,151,25,31.9,3.1,3,224,4,32,2.5,1,351,60,36,4.4,2,559,69,36,4.4,2,569,33,31.6,3,53,701,-15,31.6,3,51,711
27/05/24,6,32,3,2,0,9,33.3,4.4,1,58,13,33.6,1.8,3,114,10,34.4,3.6,3,151,11,33.2,3.4,3,224,10,33.1,3.7,51,351,102,38.6,6.1,51,559,107,38.6,6.1,3,569,111,31.9,4.1,2,701,87,31.9,4.1,2,711
28/05/24,0,32.5,2.8,1,0,14,34.2,4.6,51,58,21,34.9,1.7,1,114,17,34.9,3.6,1,151,38,33.5,3.4,1,224,16,33.7,3.6,3,351,27,35.6,5.8,2,559,31,35.6,5.8,2,569,5,32.4,4.2,3,701,-21,32.4,4.2,3,711
29/05/24,0,32.7,2.7,3,0,24,33.8,3.9,3,58,40,35,1.9,1,114,34,35.7,3.3,1,151,52,34,3.4,1,224,15,34.6,2.8,1,351,57,38.7,4.7,1,559,69,38.7,4.7,1,569,26,33.3,3.4,2,701,-3,33.3,3.4,3,711
30/05/24,1,32.6,2.7,2,0,13,32.9,3.2,2,58,21,33.6,1.9,1,114,18,36.1,2.9,1,151,40,34,2.9,1,224,15,35.6,2.4,2,351,42,39.4,4.2,1,559,48,39.4,4.2,1,569,0,33.7,2.2,1,701,-21,33.7,2.2,1,711
31/05/24,1,32.5,2.1,3,0,4,32.6,3.4,51,58,14,33.9,1.8,53,114,10,35.8,2.8,51,151,17,33.6,2.8,1,224,14,35.5,2.2,51,351,83,39.2,3.4,2,559,91,39.2,3.4,2,569,33,34.3,2.6,1,701,-4,34.3,2.6,1,711
01/06/24,0,29.7,2,61,0,23,31.1,3.3,51,58,25,30.8,1.1,51,114,24,33.1,3.7,51,151,28,31.6,3.2,51,224,28,33,2.9,3,351,71,36.3,4.8,55,559,79,36.3,4.8,51,569,42,34.5,1.6,3,701,0,34.5,1.6,3,711
02/06/24,6,29.5,1.7,53,0,12,30.3,2.1,61,58,12,30.8,1.5,61,114,7,30.9,2.9,53,151,12,30.4,2.4,65,224,16,32.2,2.2,65,351,95,33.8,4.1,65,559,99,33.8,4.1,65,569,99,31.8,2.9,65,701,63,31.8,2.9,65,711
03/06/24,2,28.9,1.7,3,0,8,29.5,2.6,3,58,6,29.8,1.9,51,114,6,30,1.8,51,151,8,29.7,1.9,51,224,0,30.5,2.1,61,351,67,28.3,3.4,53,559,70,28.3,3.4,51,569,42,27.7,2.1,63,701,1,27.7,2.1,63,711
04/06/24,0,30.9,1.8,51,0,5,31.8,3.3,51,58,8,32,2.2,53,114,6,33.3,1.7,61,151,26,31.7,2.4,61,224,3,33.1,2.4,55,351,35,30.9,2.8,53,559,44,30.9,2.8,61,569,7,29.1,1.3,61,701,-12,29.1,1.3,63,711
05/06/24,3,29.7,1.9,53,0,13,30.9,3.1,65,58,32,30.7,2.2,65,114,28,32.2,2.2,65,151,26,31.5,2.9,65,224,10,32.5,3.4,65,351,47,31.1,2.5,65,559,50,31.1,2.5,63,569,18,28.2,1.7,63,701,-13,28.2,1.7,63,711
06/06/24,5,29.8,2.4,3,0,16,30.1,4,55,58,19,30,2.1,53,114,15,30.3,2.1,63,151,23,29.3,2.2,51,224,0,29.7,1.9,63,351,52,31.4,3,65,559,52,31.4,3,65,569,0,27.8,2.2,65,701,-25,27.8,2.2,63,711
07/06/24,0,30.5,2.5,55,0,11,30,4.3,61,58,14,30.2,1.4,61,114,11,30.2,2.2,61,151,5,29.3,2.4,55,224,0,29.1,1.8,61,351,47,31.5,2.7,51,559,51,31.5,2.7,51,569,37,27.3,1.6,53,701,-9,27.3,1.6,61,711
08/06/24,0,30.1,2.9,2,0,2,30.2,4.8,3,58,3,30.8,2.2,51,114,4,30.1,2.8,51,151,22,29.3,2.7,51,224,14,30,2.7,51,351,82,30,4.5,51,559,79,30,4.5,51,569,23,26.2,1.7,55,701,15,26.2,1.7,63,711
09/06/24,1,30.8,3,1,0,6,30.9,4.9,2,58,13,31.9,2.6,3,114,8,31,3.2,3,151,19,30.2,3.4,51,224,19,30.5,2.7,51,351,76,30.3,4.2,61,559,80,30.3,4.2,61,569,58,26.9,1.5,53,701,13,26.9,1.5,53,711
10/06/24,1,30.8,2.7,51,0,19,30.5,4.5,53,58,22,31,1.8,51,114,27,30.5,2.4,63,151,47,29.7,2.8,63,224,13,29.4,2.4,53,351,57,31.7,3.3,61,559,66,31.7,3.3,63,569,26,27.9,2.4,63,701,-10,27.9,2.4,63,711
11/06/24,1,30.6,2.4,2,0,2,31.4,4.1,2,58,4,31.9,2,3,114,0,31,3.5,51,151,11,30.5,3.6,51,224,12,31.2,3.4,51,351,47,32,4.4,51,559,41,32,4.4,51,569,2,26.4,2.9,63,701,-24,26.4,2.9,63,711
12/06/24,1,29.6,1.5,51,0,11,31.1,3.6,3,58,18,30.8,2.1,51,114,16,31.8,3.4,3,151,10,30.3,3.1,51,224,5,32.1,3.1,63,351,40,31,4.6,63,559,43,31,4.6,65,569,0,27.7,3.1,63,701,-27,27.7,3.1,63,711
13/06/24,1,29.6,1.5,63,0,5,30.8,3.9,61,58,5,31.3,3.4,3,114,7,31.7,3.2,3,151,0,31.1,3.1,53,224,11,31.4,2.8,63,351,16,31.2,3.2,63,559,22,31.2,3.2,63,569,9,27.8,3.2,63,701,-26,27.8,3.2,63,711
14/06/24,2,30.6,1.6,2,0,25,31.5,2.9,63,58,31,31.8,2.3,61,114,29,32.7,3.2,63,151,37,31.6,3,63,224,20,32.4,3.7,65,351,92,28.9,3.7,65,559,97,28.9,3.7,63,569,67,28.4,3.2,63,701,50,28.4,3.2,61,711
15/06/24,5,29.9,2.2,61,0,21,32.3,2.4,61,58,30,31.1,2,65,114,28,33.5,3.4,65,151,20,32.6,3.1,63,224,0,33.5,3.2,55,351,58,31.2,3,63,559,62,31.2,3,63,569,22,29.5,3.5,51,701,5,29.5,3.5,53,711
16/06/24,1,31.1,1.2,55,0,8,31.9,3.1,63,58,13,33.2,2.3,65,114,8,33.9,3,65,151,4,32.2,3,65,224,2,32.3,3.4,51,351,39,29.8,3.2,63,559,47,29.8,3.2,63,569,9,30,2.6,53,701,-21,30,2.6,61,711
17/06/24,2,30.7,2.1,63,0,8,31.7,4,65,58,0,33.2,2.3,63,114,3,33.6,2.6,61,151,8,31.8,2.9,63,224,17,32,1.8,53,351,49,32.1,2.6,53,559,52,32.1,2.6,51,569,2,28.1,1.8,61,701,15,28.1,1.8,61,711
18/06/24,1,31.4,3.1,61,0,4,32.2,4.6,65,58,6,33.3,2.6,63,114,2,33.1,3.2,65,151,7,32.6,3.6,65,224,4,32,2.9,63,351,49,32.2,2.1,63,559,52,32.2,2.1,53,569,32,29.5,2.6,51,701,15,29.5,2.6,51,711
19/06/24,0,31,2.9,2,0,9,31.7,4.7,2,58,10,31.1,2.6,53,114,15,31.8,2.9,53,151,20,30.4,3.3,51,224,9,30.6,2.4,51,351,45,29.8,3.1,61,559,57,29.8,3.1,61,569,32,29.4,3.5,63,701,-10,29.4,3.5,63,711
20/06/24,1,31.2,2.7,63,0,8,31.7,4.3,63,58,10,32.1,2.2,65,114,9,32.8,3.2,63,151,17,31.3,3.5,53,224,13,31.9,2.5,3,351,32,26.7,3,53,559,35,26.7,3,51,569,0,29.8,4.2,53,701,-45,29.8,4.2,51,711
21/06/24,2,30.1,2.2,63,0,17,31.5,3.2,55,58,21,31.2,3.7,51,114,17,32.6,3.4,63,151,16,31.6,3.1,55,224,15,32.5,3.3,61,351,55,28.7,3.2,63,559,73,28.7,3.2,63,569,58,28.2,3.7,53,701,15,28.2,3.7,61,711
22/06/24,1,30,3,61,0,3,29.9,3.5,63,58,4,29.3,3,63,114,1,30.6,2.4,63,151,6,29.7,2.5,63,224,8,30.5,1.9,53,351,29,27.2,3.9,63,559,0,27.2,3.9,63,569,4,28,1.8,63,701,7,28,1.8,63,711
23/06/24,3,28.9,2,55,0,5,29.3,3.6,61,58,7,28.8,2.5,63,114,2,29.7,1.4,63,151,9,29,1.7,65,224,0,28.9,2,61,351,32,29.1,3.3,65,559,36,29.1,3.3,65,569,28,27.1,1.6,53,701,-15,27.1,1.6,61,711
24/06/24,1,30.4,2.3,51,0,8,30.2,3.2,51,58,9,31,2.1,61,114,5,31.6,2.5,53,151,8,30.9,2.5,63,224,16,30.9,2.6,51,351,72,30.6,3.2,51,559,78,30.6,3.2,51,569,34,28.2,2,51,701,15,28.2,2,51,711
25/06/24,0,30.5,2.1,63,0,2,30.6,3.3,65,58,1,30.6,2.2,65,114,18,33,2.7,65,151,30,31.2,2.5,61,224,18,32.3,1.9,63,351,24,30.8,3.8,51,559,27,30.8,3.8,53,569,21,28.7,2.4,63,701,-22,28.7,2.4,63,711
26/06/24,0,28.6,1.5,63,0,10,29.7,2.8,65,58,17,29.7,2.6,65,114,16,30.6,3.6,63,151,14,30.4,3.5,63,224,10,30.9,2.5,61,351,37,28.4,5,63,559,40,28.4,5,63,569,15,29.5,4,63,701,-13,29.5,4,61,711
27/06/24,0,27.4,1.7,65,0,36,27.5,4.3,63,58,13,26.9,3.2,61,114,13,28.1,3,63,151,11,27.5,3.1,63,224,0,27.7,2,61,351,38,25.8,5,63,559,45,25.8,5,63,569,17,27.1,3.5,63,701,-12,27.1,3.5,63,711
28/06/24,0,28.6,2.4,53,0,2,28.7,5.2,63,58,3,28.4,2.8,63,114,5,29.3,3,63,151,14,28.6,3.3,63,224,1,28.1,1.7,63,351,0,25.6,5.8,65,559,0,25.6,5.8,63,569,0,26.3,3.2,61,701,0,26.3,3.2,55,711
29/06/24,0,29.3,2.5,63,0,9,28.7,5.3,63,58,9,29.3,3.4,63,114,4,29.7,2.7,63,151,9,28.9,3.2,63,224,18,29.4,2.3,3,351,37,26.5,3.5,63,559,0,26.5,3.5,63,569,0,27.1,3.2,53,701,-10,27.1,3.2,55,711
30/06/24,1,29.4,2.7,61,0,3,27.8,5.1,53,58,5,28.6,1.6,63,114,9,27.8,2.6,63,151,23,27.6,3.2,65,224,5,26.6,1.4,63,351,57,25.2,4.3,61,559,55,25.2,4.3,63,569,41,26.2,3,61,701,10,26.2,3,61,711
01/07/24,1,28,2.4,55,0,7,28.4,5.2,63,58,10,28.8,2.9,55,114,9,28.8,3.2,61,151,10,28.3,3.7,63,224,12,28.3,2.2,61,351,35,26.8,3.3,51,559,41,26.8,3.3,51,569,17,27,3.2,51,701,5,27,3.2,51,711
02/07/24,1,29.2,2.7,51,0,4,29.9,5,3,58,4,30.9,1.8,3,114,2,30.6,3.7,51,151,21,30,3.8,51,224,5,30.9,2.9,3,351,63,28.8,5.5,53,559,15,28.8,5.5,55,569,18,27.9,4.4,53,701,3,27.9,4.4,55,711
03/07/24,0,29.4,2.3,3,0,11,29.9,4.7,51,58,13,31,1.8,51,114,10,30.7,2.8,51,151,17,30.3,3.2,51,224,0,30.7,2.1,61,351,42,29.8,5.8,51,559,45,29.8,5.8,51,569,13,27.4,3.6,3,701,-16,27.4,3.6,3,711
04/07/24,1,29.6,2,61,0,2,30.5,3.9,61,58,4,31.7,3.1,51,114,1,31.8,3.3,55,151,8,31.4,3.3,55,224,14,31.5,3.1,51,351,44,29.9,4.4,51,559,48,29.9,4.4,51,569,4,28.8,4.1,51,701,-21,28.8,4.1,51,711
05/07/24,0,29.8,3,63,0,7,29.6,4.6,63,58,9,30.1,2.3,53,114,7,30.9,2.9,51,151,26,29.8,3.2,53,224,5,30.4,1.9,61,351,33,29.4,5.5,53,559,37,29.4,5.5,61,569,33,27.8,4.2,53,701,13,27.8,4.2,53,711
06/07/24,0,29.2,2.3,55,0,1,28.8,5.2,53,58,1,28.6,2.6,61,114,0,27.8,3.3,63,151,21,28.1,3.9,65,224,7,28.6,2.3,63,351,69,28.3,6.1,61,559,73,28.3,6.1,55,569,38,26.1,4,61,701,14,26.1,4,63,711
07/07/24,0,28.7,1.8,55,0,7,29.3,4,55,58,8,29.7,2,61,114,15,28.1,2.2,65,151,35,28.4,2.9,63,224,17,28.2,1.6,61,351,15,27.2,5.3,61,559,43,27.2,5.3,61,569,5,27,3.7,63,701,6,27,3.7,63,711
08/07/24,3,28.1,2.1,63,0,18,28.5,2.8,65,58,21,29.3,2.5,65,114,16,29.7,2.7,63,151,36,29.4,2.4,65,224,17,30,2.2,63,351,67,26.5,3.3,63,559,91,26.5,3.3,63,569,37,26.1,2.2,63,701,-10,26.1,2.2,63,711
09/07/24,0,28.4,2.3,63,0,6,28,3.9,65,58,9,28.8,2.5,63,114,13,28.1,2.1,65,151,18,27.6,2.5,65,224,10,28.4,1.7,63,351,31,27.2,4.2,61,559,42,27.2,4.2,61,569,32,26.9,2.7,63,701,-18,26.9,2.7,61,711
10/07/24,0,28.6,2,61,0,11,28.9,3.4,65,58,10,29.2,1.8,65,114,5,30.2,2.5,63,151,5,29.7,2.3,61,224,6,30.6,2.5,51,351,17,27.8,3.5,61,559,35,27.8,3.5,55,569,35,28.1,3.3,61,701,-3,28.1,3.3,55,711
11/07/24,0,29.4,2.7,65,0,6,29.9,4.1,53,58,6,29.1,2.9,63,114,4,30.9,3.2,63,151,14,30.4,3.3,63,224,4,31.4,2.9,53,351,62,28.6,3.6,61,559,68,28.6,3.6,63,569,33,27.8,3.6,63,701,11,27.8,3.6,63,711
12/07/24,6,29.7,2.9,63,0,14,29,4.8,63,58,29,29.6,2.8,63,114,41,29.7,2.8,63,151,54,29,3.5,61,224,30,28.6,1.6,63,351,39,27.7,4.8,63,559,59,27.7,4.8,63,569,9,26.6,3.4,63,701,11,26.6,3.4,61,711
13/07/24,1,30.2,2.7,61,0,0,28.5,5.3,63,58,24,28,1.9,63,114,35,27.4,3.5,63,151,48,27.4,4.3,65,224,28,27,2.2,65,351,93,26.5,5.7,63,559,96,26.5,5.7,61,569,79,26.7,4.2,55,701,47,26.7,4.2,53,711
14/07/24,0,28.7,2.1,63,0,12,28.3,4.9,63,58,19,27.7,2.3,51,114,21,27.2,3.9,53,151,30,26.9,4.4,63,224,14,26.8,2.8,61,351,28,25,5,63,559,35,25,5,63,569,16,25.6,4.1,63,701,11,25.6,4.1,63,711
15/07/24,1,28.3,1.7,63,0,11,27.8,4.2,63,58,15,28.4,1.5,63,114,30,26.9,3.4,61,151,35,27.2,3.8,61,224,18,26.1,1.7,63,351,55,26.2,4.9,65,559,56,26.2,4.9,65,569,25,24.8,3.1,63,701,-15,24.8,3.1,63,711
16/07/24,0,28.6,2.1,65,0,12,28.7,4.5,63,58,16,29.1,1.2,65,114,18,28.7,3.4,63,151,75,28.2,3.2,63,224,69,28.8,2.3,63,351,85,26.6,5.1,63,559,90,26.6,5.1,63,569,19,26.6,3.9,61,701,12,26.6,3.9,61,711
17/07/24,0,29.2,2,65,0,10,28.3,4.2,63,58,17,29.5,1.3,63,114,21,29.7,3.6,63,151,29,28.7,3.5,63,224,15,29.9,3.3,61,351,18,26.6,5.6,61,559,0,26.6,5.6,63,569,0,26.7,4.3,61,701,-19,26.7,4.3,61,711
18/07/24,0,27.4,1.7,63,0,10,27.5,4,63,58,14,28.1,2.1,63,114,21,27.4,3.6,63,151,21,27,3.9,65,224,3,27,2.6,63,351,34,26.4,6.7,65,559,43,26.4,6.7,63,569,30,26.4,4,61,701,-8,26.4,4,61,711
19/07/24,0,25.5,2.6,65,0,25,26.1,5.8,63,58,28,26,0.8,63,114,29,26.2,5.8,63,151,33,25.7,5.6,65,224,5,26,3,63,351,82,25.3,8.8,63,559,83,25.3,8.8,63,569,15,25.1,4.6,63,701,15,25.1,4.6,63,711
20/07/24,1,26.2,2.9,61,0,4,26.8,6.9,65,58,6,26.5,3,63,114,7,26.2,5.5,65,151,10,26,6.1,63,224,3,26.4,4.4,61,351,37,23.5,9.4,63,559,35,23.5,9.4,63,569,0,23.4,4.9,61,701,-7,23.4,4.9,61,711
21/07/24,3,26.3,3.8,61,0,6,26.9,7,63,58,27,25.8,2.4,63,114,31,26.8,4.3,63,151,36,26.3,5.1,63,224,13,26.5,2.2,63,351,24,24.3,8.2,63,559,21,24.3,8.2,63,569,15,24,4,63,701,-4,24,4,63,711
22/07/24,5,26.3,3.4,53,0,11,26.8,6.3,53,58,19,26.4,2.5,61,114,24,28.3,4.4,61,151,25,27.4,4.5,61,224,12,28.2,3,61,351,19,24.7,7.7,55,559,20,24.7,7.7,61,569,14,25.8,4.1,61,701,-3,25.8,4.1,61,711
23/07/24,4,27.4,2.2,63,0,6,28.3,6.4,61,58,0,28,2.9,61,114,16,29.4,4.7,61,151,15,29,5.5,63,224,1,28.9,3.9,61,351,46,24.1,7.6,63,559,49,24.1,7.6,55,569,10,25.1,5,55,701,-25,25.1,5,63,711
24/07/24,0,26.9,2.2,53,0,4,28.2,7.1,61,58,10,28.1,1.3,61,114,9,29.2,4.2,55,151,23,29,5.3,55,224,18,28.6,2.6,55,351,63,23.9,7.6,61,559,69,23.9,7.6,61,569,29,24.4,5.2,63,701,-18,24.4,5.2,63,711
25/07/24,0,28.7,3.2,61,0,0,27.9,6.4,51,58,11,28.7,1.6,63,114,12,29.2,4.6,63,151,18,28.9,5.1,55,224,9,29.5,4.5,53,351,33,23.6,9,63,559,71,23.6,9,63,569,0,23.7,4.6,63,701,-19,23.7,4.6,61,711
26/07/24,0,28.2,2,63,0,9,27.8,6.4,63,58,18,28.5,2,63,114,19,29.3,4.5,61,151,26,28.6,4.9,61,224,0,29.9,4.6,53,351,30,24.1,8.3,61,559,40,24.1,8.3,61,569,20,25.4,4.7,61,701,6,25.4,4.7,61,711
27/07/24,1,27.3,2,61,0,2,27.9,6.2,53,58,7,28.1,1.2,61,114,8,29.2,4.7,63,151,24,28.6,5.4,63,224,0,29.5,3.8,61,351,25,24.6,7.9,63,559,22,24.6,7.9,63,569,0,25.7,4.5,61,701,15,25.7,4.5,55,711
28/07/24,0,27.8,1.9,53,0,5,28.9,5.6,53,58,12,29.4,2.6,51,114,13,29.7,3.9,55,151,14,29,4.1,55,224,4,30.1,3,51,351,64,25.7,6.2,55,559,20,25.7,6.2,53,569,7,26.2,4.2,53,701,-19,26.2,4.2,53,711
29/07/24,0,28.6,2,51,0,18,29.1,4.2,63,58,26,30.1,1.9,61,114,35,30.1,3,61,151,93,29.7,3,65,224,56,30.5,3.1,65,351,51,26.7,6.2,63,559,79,26.7,6.2,63,569,7,26.7,3.1,53,701,-20,26.7,3.1,55,711
30/07/24,2,28.8,1.7,53,0,0,29.6,4.4,61,58,11,30.2,3.2,61,114,13,30.3,3.2,61,151,23,29.9,3.6,55,224,5,30.8,2.8,63,351,36,26.9,5.4,51,559,48,26.9,5.4,51,569,7,27.3,3.4,3,701,-26,27.3,3.4,3,711
31/07/24,1,29.8,2,51,0,4,30,4.6,55,58,12,30.8,3.1,51,114,12,30.3,3.3,55,151,15,29.9,4,55,224,2,29.8,2.9,53,351,40,26.1,5.1,53,559,45,26.1,5.1,61,569,0,28,4.1,51,701,-5,28,4.1,53,711
01/08/24,4,30,2.8,55,0,7,29.5,4.7,53,58,9,30.4,1.3,53,114,14,29.6,3.5,51,151,35,29.3,3.9,51,224,15,29.8,2.9,3,351,56,25.1,5.4,65,559,53,25.1,5.4,63,569,1,27.2,3.9,61,701,-8,27.2,3.9,61,711
02/08/24,1,28.6,2.6,61,0,3,28.8,4.9,61,58,3,28.5,1.4,63,114,4,29.7,3.5,63,151,21,29.4,4.1,63,224,10,30,2.6,63,351,21,26.1,7.1,63,559,29,26.1,7.1,63,569,2,26.9,4.8,61,701,-3,26.9,4.8,61,711
03/08/24,0,28.3,2.1,51,0,25,29.2,4.8,51,58,33,28.8,1.5,3,114,37,30.1,3.2,51,151,70,29.8,3.6,51,224,null,30.7,2.9,53,351,105,26.2,6.2,51,559,115,26.2,6.2,51,569,95,27.2,4.1,51,701,66,27.2,4.1,51,711
04/08/24,4,29.6,2.5,51,0,3,30.3,4.1,51,58,6,30.8,1.3,51,114,6,31.1,3.4,3,151,26,31,3.5,51,224,null,31.7,3,51,351,83,26,6.2,63,559,94,26,6.2,61,569,85,27,4.5,63,701,52,27,4.5,63,711